"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Phyrexian Goblin","tone","Near Mint","English","","","2026-02-25 01:38:27.597000","3","False","False",""
"1","1","Phyrexian Goblin","tone","Near Mint","English","","","2026-02-25 01:38:27.597000","3","False","False",""
"1","1","Phyrexian Goblin","tone","Near Mint","English","","","2026-02-25 02:49:59.590000","3","False","False",""
"1","1","Phyrexian Goblin","tone","Near Mint","English","","","2026-02-25 02:49:59.590000","3","False","False",""
"1","1","Phyrexian Golem","tone","Near Mint","English","","","2026-01-13 00:50:01.917000","10","False","False",""
"1","1","Phyrexian Horror","tone","Near Mint","English","","","2026-01-13 00:49:43.867000","4","False","False",""
"1","1","Phyrexian Horror","tone","Near Mint","English","","","2026-01-13 00:49:34.847000","7","False","False",""
"1","1","Phyrexian Horror","tbrc","Near Mint","English","","","2026-02-25 02:49:59.590000","11","False","False",""
"1","1","Phyrexian Horror","tone","Near Mint","English","","","2026-01-13 00:36:32.757000","4","False","False",""
"1","1","Phyrexian Ironworks","mh3","Near Mint","English","","","2025-02-11 08:26:36.170000","130","False","False",""
"1","1","Phyrexian Metamorph","mkc","Near Mint","English","","","2025-12-26 23:10:07.800000","116","False","False",""
"4","4","Phyrexian Mite","tone","Near Mint","English","","","2026-01-13 00:36:16.920000","11","False","False",""
"1","1","Phyrexian Mite","tone","Near Mint","English","","","2026-02-25 02:50:15.557000","11","False","False",""
"1","1","Phyrexian Mite","tone","Near Mint","English","","","2026-02-25 02:49:59.590000","12","False","False",""
"1","1","Phyrexian Mite","tone","Near Mint","English","","","2026-02-25 02:50:24.000000","12","False","False",""
"1","1","Phyrexian Mite","tone","Near Mint","English","","","2026-01-13 00:49:24.817000","11","False","False",""
"1","1","Phyrexian Rebirth","brc","Near Mint","English","","","2025-12-25 23:52:22.833000","74","False","False",""
"1","1","Phyrexian Warhorse","dmu","Near Mint","English","","","2025-08-17 01:48:18.500000","101","False","False",""
"1","1","Pick Your Poison","soa","Near Mint","English","","","2026-05-08 12:26:55.873000","55","False","False",""
"1","1","Pictures of Spider-Man","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","109","False","False",""
"1","1","Piercing Exhale","tdm","Near Mint","English","","","2025-04-12 21:46:51.113000","151","False","False",""
"1","1","Piggy Bank","dsk","Near Mint","English","","","2025-02-11 08:26:36.170000","148","False","False",""
"1","1","Pile On","mkc","Near Mint","English","","","2025-12-20 13:12:32.697000","134","False","False",""
"1","1","Pilfered Plans","scd","Near Mint","English","","","2025-12-20 13:07:43.703000","238","False","False",""
"1","1","Pilgrim's Eye","scd","Near Mint","English","","","2025-12-20 13:06:05.637000","271","False","False",""
"1","1","Pillar Launch","tla","Near Mint","English","","","2025-12-27 02:02:45.453000","189","False","False",""
"1","1","Pillar Launch","tla","Near Mint","English","foil","","2025-12-27 02:04:35.830000","189","False","False",""
"1","1","Pilot","tdft","Near Mint","English","","","2026-02-16 05:47:52.607000","1","False","False",""
"1","1","Pinnacle Emissary","eoe","Near Mint","English","","","2025-11-25 01:46:54.547000","223","False","False",""
"1","1","Pinnacle Kill-Ship","eoe","Near Mint","English","","","2025-08-15 23:44:34.140000","244","False","False",""
"1","1","Pinnacle Starcage","eoe","Near Mint","English","","","2025-08-19 18:44:47.930000","27","False","False","2.02"
"1","1","Pip-Boy 3000","pip","Near Mint","English","","","2025-03-06 09:26:11.663000","140","False","False",""
"1","1","Piper Wright, Publick Reporter","pip","Near Mint","English","","","2025-11-21 15:19:42.033000","36","False","False",""
"1","1","Piper Wright, Publick Reporter","pip","Near Mint","English","foil","","2025-12-20 13:07:43.703000","379","False","False",""
"1","1","Pippin's Bravery","ltr","Near Mint","English","","","2025-08-17 01:57:00.577000","414","False","False",""
"1","1","Piranha Fly","dsk","Near Mint","English","","","2024-11-10 05:12:02.237000","70","False","False",""
"1","1","Piranha Fly","dsk","Near Mint","English","","","2025-02-11 08:26:36.170000","70","False","False",""
"1","1","Pirate Peddlers","tla","Near Mint","English","","","2025-12-27 02:04:35.830000","115","False","False",""
"1","1","Pirate's Pillage","rix","Good (Lightly Played)","English","","","2025-08-30 16:38:19.687000","109","False","False","0.35"
"1","1","Pithing Needle","mid","Near Mint","English","foil","","2025-08-17 01:49:37.700000","257","False","False","0.00"
"1","1","Pitiless Fists","ecl","Near Mint","English","","","2026-02-06 02:01:14.130000","187","False","False",""
"1","1","Pitiless Plunderer","pip","Near Mint","English","","","2025-08-20 23:54:43.793000","187","False","False",""
"3","3","Plague Nurse","one","Near Mint","English","","","2024-11-28 06:20:19.080000","179","False","False",""
"1","1","Plague Nurse","one","Near Mint","English","","","2025-02-11 08:26:36.170000","179","False","False",""
"1","1","Plaguecrafter","rvr","Near Mint","English","","","2025-08-17 02:18:04.837000","89","False","False",""
"1","1","Plagued Rusalka","mm2","Near Mint","English","foil","","2025-08-27 19:08:08.953000","89","False","False","0.20"
"2","2","Plains","pip","Near Mint","English","","","2025-11-20 14:51:41.313000","318","False","False",""
"3","3","Plains","pip","Near Mint","English","","","2025-11-20 15:28:01.610000","317","False","False",""
"2","2","Plains","pip","Near Mint","English","","","2025-11-20 14:51:41.313000","317","False","False",""
"2","2","Plains","pip","Near Mint","English","","","2025-11-20 15:28:01.610000","318","False","False",""
"2","2","Plains","mkm","Near Mint","English","","","2025-12-20 13:22:13.500000","277","False","False",""
"1","1","Plains","mkm","Near Mint","English","","","2025-12-20 13:22:13.500000","278","False","False",""
"2","2","Plains","pip","Near Mint","English","","","2025-11-20 16:14:20.707000","318","False","False",""
"2","2","Plains","pip","Near Mint","English","","","2025-11-20 16:14:20.707000","317","False","False",""
"2","2","Plains","tmt","Near Mint","English","","","2026-03-09 11:45:40.117000","315","False","False",""
"1","1","Plains","tla","Near Mint","English","","","2025-12-26 02:29:34.743000","287","False","False",""
"1","1","Plains","sos","Near Mint","English","foil","","2026-05-07 18:21:16.953000","267","False","False",""
"2","2","Plains","spm","Near Mint","English","","","2026-02-06 00:51:34.547000","189","False","False",""
"1","1","Plains","ecl","Near Mint","English","foil","","2026-02-06 00:50:59.617000","274","False","False",""
"2","2","Plains","ecl","Near Mint","English","","","2026-02-06 00:50:59.617000","274","False","False",""
"2","2","Plains","ecl","Near Mint","English","","","2026-02-06 00:47:20.340000","269","False","False",""
"1","1","Plains","spm","Near Mint","English","","","2026-02-06 00:48:33.983000","194","False","False",""
"1","1","Plains","spm","Near Mint","English","","","2026-02-06 00:48:33.983000","194","False","False",""
"1","1","Plains","spm","Near Mint","English","foil","","2026-02-06 00:51:34.547000","194","False","False",""
"2","2","Plains","ecl","Near Mint","English","foil","","2026-02-06 00:50:59.617000","269","False","False",""
"1","1","Plains","spm","Near Mint","English","foil","","2026-02-06 00:51:34.547000","189","False","False",""
"1","1","Plains","tla","Near Mint","English","foil","","2025-12-26 02:29:30.237000","287","False","False",""
"2","2","Plains","tla","Near Mint","English","foil","","2025-12-26 02:29:44.250000","282","False","False",""
"1","1","Plains","spm","Near Mint","English","foil","","2026-02-06 00:51:34.547000","194","False","False",""
"1","1","Plains","eoe","Near Mint","English","foil","","2025-07-29 01:10:51.193000","268","False","False",""
"1","1","Plains","fin","Near Mint","English","","","2025-07-29 01:09:23.200000","295","False","False",""
"1","1","Plains","dft","Near Mint","English","foil","","2026-01-12 12:30:32.047000","279","False","False",""
"1","1","Plains","dft","Near Mint","English","foil","","2026-01-12 12:30:32.047000","277","False","False",""
"2","2","Plains","dft","Near Mint","English","","","2026-01-12 12:30:32.047000","272","False","False",""
"3","3","Plains","tdm","Near Mint","English","","","2025-12-25 23:18:03.457000","277","False","False",""
"1","1","Plains","dft","Near Mint","English","foil","","2026-01-12 12:30:32.047000","272","False","False",""
"1","1","Plains","dft","Near Mint","English","","","2026-01-12 12:29:55.493000","277","False","False",""
"1","1","Plains","dft","Near Mint","English","foil","","2026-01-12 12:30:32.047000","278","False","False",""
"1","1","Plains","dft","Near Mint","English","","","2026-01-12 12:29:55.493000","279","False","False",""
"1","1","Plains","tdm","Near Mint","English","foil","","2025-04-12 21:23:50.577000","272","False","False",""
"1","1","Plains","inr","Near Mint","English","","","2025-02-26 17:00:26.757000","289","False","False",""
"1","1","Plains","tdm","Near Mint","English","","","2025-04-12 21:23:45.150000","272","False","False",""
"1","1","Plains","dft","Near Mint","English","","","2026-01-12 12:29:55.493000","278","False","False",""
"2","2","Plains","tdm","Near Mint","English","","","2025-12-25 23:18:03.457000","278","False","False",""
"1","1","Plains","tdm","Near Mint","English","foil","","2026-02-02 22:36:44.380000","277","False","False",""
"3","3","Plains","dsk","Near Mint","English","","","2025-12-22 04:31:00.200000","277","False","False",""
"1","1","Plains","fdn","Near Mint","English","foil","","2025-02-09 13:20:28.583000","282","False","False",""
"2","2","Plains","fdn","Near Mint","English","","","2025-02-09 13:20:14.780000","283","False","False",""
"1","1","Plains","fdn","Near Mint","English","","","2025-02-09 13:20:21.083000","282","False","False",""
"2","2","Plains","dsk","Near Mint","English","","","2025-12-22 04:31:00.200000","278","False","False",""
"1","1","Plains","fdn","Near Mint","English","foil","","2026-02-02 22:36:44.380000","272","False","False",""
"1","1","Plains","fdn","Near Mint","English","foil","","2025-02-09 13:20:35.733000","283","False","False",""
"3","3","Plains","one","Near Mint","English","","","2025-09-10 21:25:36.767000","262","False","False",""
"1","1","Plains","one","Near Mint","English","","","2025-02-09 13:19:44.847000","267","False","False",""
"8","8","Plains","scd","Near Mint","English","","","2025-11-21 15:54:44.167000","333","False","False","0.00"
"7","7","Plains","scd","Near Mint","English","","","2025-11-21 15:54:44.167000","334","False","False","0.00"
"2","2","Plains","brc","Near Mint","English","","","2025-12-25 23:42:19.293000","30","False","False","0.00"
"1","1","Plains","ltr","Near Mint","English","foil","","2025-07-29 01:09:23.200000","263","False","False",""
"2","2","Plains","brc","Near Mint","English","","","2025-12-25 23:42:19.293000","29","False","False","0.00"
"7","7","Plains","scd","Near Mint","English","","","2025-11-21 15:54:44.167000","335","False","False","0.00"
"7","7","Plains","scd","Near Mint","English","","","2025-11-21 15:54:44.167000","336","False","False","0.00"
"1","1","Plan the Heist","otj","Near Mint","English","","","2025-08-17 02:28:09.560000","62","False","False",""
"1","1","Planar Bridge","aer","Good (Lightly Played)","English","","","2025-12-26 23:10:07.800000","171","False","False",""
"1","1","Planar Disruption","one","Near Mint","English","","","2024-11-10 06:27:28.880000","28","False","False",""
"1","1","Planar Disruption","one","Near Mint","English","","","2025-02-11 08:26:40.233000","28","False","False",""
"1","1","Planar Genesis","mh3","Near Mint","English","","","2025-02-11 08:26:40.233000","198","False","False",""
"1","1","Planar Nexus","m3c","Near Mint","English","","","2025-12-22 11:24:00.453000","132","False","False",""
"1","1","Plant","tmh3","Near Mint","English","","","2026-02-25 02:50:15.557000","26","False","False",""
"1","1","Plant","tmh3","Near Mint","English","","","2026-02-17 11:47:24.653000","26","False","False",""
"1","1","Plant","tncc","Near Mint","English","","","2026-02-14 12:16:29.313000","27","False","False",""
"1","1","Plant","tncc","Near Mint","English","","","2026-02-17 11:47:24.653000","27","False","False",""
"1","1","Plant","tncc","Near Mint","English","","","2026-02-25 01:38:37.413000","27","False","False",""
"1","1","Plant","tncc","Near Mint","English","","","2026-02-25 02:49:42.290000","27","False","False",""
"1","1","Plasma Bolt","eoe","Near Mint","English","","","2025-08-17 03:03:31.613000","152","False","False",""
"1","1","Plasma Bolt","eoe","Near Mint","English","","","2025-08-15 23:28:39.197000","152","False","False",""
"1","1","Plasma Caster","pip","Near Mint","English","","","2025-12-20 13:07:43.703000","64","False","False",""
"1","1","Plated Onslaught","one","Near Mint","English","","","2025-02-11 08:26:40.233000","29","False","False",""
"1","1","Plated Slagwurm","mrd","Near Mint","English","","","2025-08-17 01:57:00.577000","127","False","False",""
"1","1","Plaza of Heroes","eos","Near Mint","English","","","2025-08-19 18:55:05.627000","33","False","False","5.66"
"1","1","Plot","totj","Near Mint","English","","","2026-02-25 00:11:33.553000","20","False","False",""
"1","1","Plots That Span Centuries","dsc","Near Mint","English","","","2025-01-30 01:12:26.417000","351","False","False",""
"1","1","Plunge into Darkness","5dn","Good (Lightly Played)","English","","","2026-02-06 19:31:37.673000","57","False","False","1.69"
"1","1","Plunge into Winter","woe","Near Mint","English","","","2025-08-17 02:31:15.967000","22","False","False",""
"1","1","Point the Way","dft","Near Mint","English","","","2026-01-12 23:13:43.773000","175","False","False",""
"1","1","Poison Counter","tone","Near Mint","English","","","2026-02-24 17:01:33.530000","14","False","False",""
"1","1","Poison Counter","tone","Near Mint","English","","","2026-02-25 02:50:15.557000","14","False","False",""
"1","1","Poison Counter","tone","Near Mint","English","","","2026-02-25 02:49:42.290000","14","False","False",""
"1","1","Poison Dart Frog","m3c","Near Mint","English","","","2025-12-21 22:14:24.187000","238","False","False",""
"1","1","Poisoner's Apprentice","sos","Near Mint","English","","","2026-05-08 12:03:04.813000","92","False","False",""
"1","1","Polluted Cistern // Dim Oubliette","dsc","Near Mint","English","","","2025-12-26 23:10:07.800000","23","False","False",""
"1","1","Polluted Delta","mh3","Near Mint","English","","","2026-03-09 13:02:13.733000","224","False","False","14.76"
"1","1","Polygoyf","m3c","Near Mint","English","","","2025-12-21 22:15:55.423000","117","False","False",""
"1","1","Ponder","otc","Near Mint","English","","","2025-12-26 23:10:07.800000","105","False","False",""
"1","1","Ponder","dsc","Near Mint","English","","","2025-12-25 21:39:38.130000","73","False","False",""
"1","1","Pongify","otc","Near Mint","English","","","2025-12-26 23:10:07.800000","106","False","False",""
"1","1","Pongify","m3c","Near Mint","English","","","2025-02-10 13:52:26.733000","190","False","False",""
"1","1","Porcelain Zealot","one","Near Mint","English","","","2025-02-11 08:26:40.233000","30","False","False",""
"1","1","Port of Karfell","mkc","Near Mint","English","","","2025-12-20 13:34:09.567000","280","False","False",""
"1","1","Port Town","scd","Near Mint","English","","","2025-11-20 20:51:48.867000","313","False","False",""
"1","1","Portent","dsc","Near Mint","English","","","2025-12-22 04:30:02.643000","74","False","False",""
"1","1","Possessed Goat","dsk","Near Mint","English","","","2025-02-11 08:26:40.233000","25","False","False",""
"1","1","Possessed Goat","dsk","Near Mint","English","","","2024-11-10 05:13:09.113000","25","False","False",""
"1","1","Possession Engine","dft","Near Mint","English","","","2025-07-07 03:10:01.027000","302","False","False",""
"1","1","Possession Engine","dft","Near Mint","English","","","2025-07-07 03:11:37.470000","54","False","False",""
"1","1","Possibility Technician","eoe","Near Mint","English","foil","","2025-08-15 23:30:12.037000","153","False","False",""
"1","1","Postmortem Professor","sos","Near Mint","English","foil","","2026-05-08 12:03:04.813000","93","False","False",""
"1","1","Pothole Mole","dft","Near Mint","English","","","2026-01-12 23:13:43.773000","176","False","False",""
"1","1","Potioner's Trove","sos","Near Mint","English","","","2026-05-08 12:12:08.440000","251","False","False",""
"1","1","Potioner's Trove","sos","Near Mint","English","foil","","2026-05-08 12:12:17.780000","251","False","False",""
"1","1","Potioner's Trove","sos","Near Mint","English","foil","","2026-05-08 12:12:18.390000","251","False","False",""
"1","1","Powder Ganger","pip","Near Mint","English","","","2025-12-20 13:07:43.703000","65","False","False",""
"1","1","Power Depot","mh2","Near Mint","English","","","2025-08-30 16:38:19.687000","251","False","False",""
"1","1","Power Fist","pip","Near Mint","English","","","2025-11-20 18:30:41.420000","81","False","False",""
"1","1","Power Without Equal","dsc","Near Mint","English","","","2025-01-30 01:12:26.417000","352","False","False",""
"1","1","Powerstone","tbro","Near Mint","English","","","2026-02-25 01:38:37.413000","7","False","False",""
"1","1","Powerstone","tbro","Near Mint","English","","","2026-02-17 11:47:33.627000","7","False","False",""
"1","1","Prairie Stream","brc","Near Mint","English","","","2025-12-26 01:32:23.650000","193","False","False",""
"1","1","Prairie Stream","scd","Near Mint","English","","","2025-11-20 20:56:07.453000","314","False","False",""
"1","1","Prairie Stream","pip","Near Mint","English","","","2025-11-20 16:23:58.793000","280","False","False",""
"1","1","Prairie Stream","mkc","Near Mint","English","","","2025-12-20 13:34:01.733000","281","False","False",""
"1","1","Preacher of the Schism","lci","Near Mint","English","foil","","2025-07-24 16:01:15.150000","113","False","False",""
"1","1","Predation Steward","one","Near Mint","English","","","2025-02-11 08:26:40.233000","180","False","False",""
"2","2","Predation Steward","one","Near Mint","English","","","2024-11-28 06:20:02.827000","180","False","False",""
"1","1","Predatory Urge","pc2","Near Mint","English","","","2025-08-17 01:57:00.577000","74","False","False",""
"1","1","Preordain","otc","Near Mint","English","","","2025-12-26 23:10:07.800000","107","False","False",""
"1","1","Preordain","soa","Near Mint","English","","","2026-05-08 11:29:57.987000","86","False","False",""
"1","1","Preordain","brc","Near Mint","English","","","2025-12-26 23:10:07.800000","92","False","False",""
"1","1","Presence of Gond","scd","Near Mint","English","","","2025-12-20 13:07:01.870000","203","False","False",""
"1","1","Preston Garvey, Minuteman","pip","Near Mint","English","foil","","2025-12-20 13:07:43.703000","8","False","False",""
"1","1","Pretending Poxbearers","tla","Near Mint","English","","","2025-12-27 02:04:35.830000","237","False","False",""
"1","1","Pre-War Formalwear","pip","Near Mint","English","","","2025-12-26 23:10:07.800000","21","False","False",""
"1","1","Pre-War Formalwear","sld","Near Mint","English","","","2026-06-14 22:53:40.537000","2450","False","False",""
"1","1","Price of Fame","mkc","Near Mint","English","","","2025-12-20 13:12:32.697000","135","False","False",""
"1","1","Price of Freedom","tla","Near Mint","English","","","2025-12-27 02:04:35.830000","149","False","False",""
"1","1","Pride of the Road","dft","Near Mint","English","","","2026-05-08 12:31:54.397000","24","False","False",""
"1","1","Prideful Feastling","ecl","Near Mint","English","foil","","2026-02-06 02:01:02.213000","238","False","False",""
"1","1","Prideful Parent","fdn","Near Mint","English","","","2025-02-11 08:26:40.233000","21","False","False",""
"1","1","Priest of Titania","mh3","Near Mint","English","","","2025-02-11 08:26:40.233000","286","False","False","0.24"
"1","1","Primal Might","scd","Near Mint","English","","","2025-12-20 13:07:43.703000","204","False","False",""
"1","1","Primal Might","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","283","False","False",""
"1","1","Primo, the Indivisible","tsoc","Near Mint","English","","","2026-05-07 18:29:18.723000","24","False","False",""
"1","1","Primo, the Unbounded","soc","Near Mint","English","","","2026-05-08 12:01:13.260000","6","False","False",""
"1","1","Primordial Hydra","soc","Near Mint","English","","","2026-05-08 12:01:13.260000","284","False","False",""
"1","1","Primordial Mist","dsc","Near Mint","English","","","2025-12-22 04:28:59.933000","123","False","False",""
"1","1","Prishe's Wanderings","fin","Near Mint","English","","","2025-08-17 01:57:00.577000","193","False","False",""
"1","1","Prismatic Undercurrents","ecl","Near Mint","English","","","2026-02-06 02:01:02.213000","189","False","False",""
"1","1","Prison Break","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","61","False","False",""
"1","1","Prizefight","snc","Near Mint","English","","","2025-08-17 01:57:00.577000","154","False","False","0.24"
"1","1","Procrastinate","sos","Near Mint","English","","","2026-05-08 12:12:08.440000","64","False","False",""
"1","1","Procrastinate","sos","Near Mint","English","foil","","2026-05-08 12:03:04.813000","64","False","False",""
"1","1","Proctor's Gaze","sos","Near Mint","English","foil","","2026-05-08 12:03:04.813000","213","False","False",""
"1","1","Profane Command","scd","Near Mint","English","","","2025-12-20 13:07:43.703000","99","False","False",""
"1","1","Professional Face-Breaker","snc","Near Mint","English","","","2025-03-11 01:15:51.343000","116","False","False","5.16"
"1","1","Professor Dellian Fel Emblem","tsos","Near Mint","English","","","2026-05-07 18:29:18.723000","13","False","False",""
"1","1","Professor Onyx","dsc","Near Mint","English","","","2026-02-18 08:07:06.837000","153","False","False",""
"1","1","Prognostic Sphinx","dsc","Near Mint","English","","","2025-12-22 04:30:02.643000","124","False","False",""
"1","1","Prologue to Phyresis","one","Near Mint","English","","","2025-02-11 08:26:40.233000","65","False","False",""
"3","3","Prologue to Phyresis","one","Near Mint","English","","","2024-11-10 06:24:19.960000","65","False","False",""
"1","1","Promising Vein","lci","Good (Lightly Played)","English","","","2025-08-30 16:37:31.430000","279","False","False","0.06"
"1","1","Propaganda","m3c","Near Mint","English","","","2025-12-26 23:37:44.610000","191","False","False",""
"1","1","Propaganda","otc","Near Mint","English","","","2026-03-03 03:52:52.540000","108","False","False",""
"1","1","Propagator Drone","mh3","Near Mint","English","","","2025-02-11 08:26:40.233000","167","False","False",""
"1","1","Prophetic Prism","one","Near Mint","English","","","2025-02-11 08:26:40.233000","238","False","False",""
"1","1","Prosperous Bandit","blc","Good (Lightly Played)","English","","","2025-03-18 04:53:49.410000","25","False","False","0.84"
"1","1","Prosthetic Injector","one","Near Mint","English","","","2025-02-11 08:26:40.233000","239","False","False",""
"1","1","Protection Racket","ncc","Near Mint","English","","","2025-12-26 23:10:07.800000","39","False","False",""
"1","1","Proud Pack-Rhino","mh3","Near Mint","English","","","2025-02-11 08:26:40.233000","41","False","False",""
"1","1","Provoke the Trolls","scd","Near Mint","English","","","2025-12-20 13:07:43.703000","153","False","False",""
"1","1","Prowcatcher Specialist","dft","Near Mint","English","","","2025-02-11 08:26:40.233000","142","False","False",""
"1","1","Prowcatcher Specialist","dft","Near Mint","English","","","2026-01-12 23:11:50.420000","142","False","False",""
"1","1","Prowler, Clawed Thief","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","138","False","False",""
"1","1","Psychic Impetus","clu","Near Mint","English","","","2025-08-17 02:28:09.560000","92","False","False",""
"1","1","Psychosis Crawler","mkc","Near Mint","English","","","2025-12-20 13:12:47.493000","234","False","False",""
"1","1","Pteramander","otc","Near Mint","English","","","2025-12-25 22:44:07.370000","109","False","False",""
"1","1","Puca's Eye","ecl","Near Mint","English","","","2026-02-06 02:01:14.130000","259","False","False",""
"1","1","Pull from Tomorrow","blc","Near Mint","English","","","2025-02-26 16:48:57.090000","172","False","False","0.25"
"1","1","Pull from Tomorrow","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","116","False","False",""
"1","1","Pull Through the Weft","eoe","Near Mint","English","","","2025-08-15 23:38:34.023000","202","False","False",""
"1","1","Pulsar Squadron Ace","eoe","Near Mint","English","","","2025-08-17 02:58:50.683000","28","False","False",""
"1","1","Pulsar Squadron Ace","eoe","Near Mint","English","","","2025-08-17 03:03:31.613000","28","False","False",""
"1","1","Pulsar Squadron Ace","eoe","Near Mint","English","","","2025-08-15 22:57:07.383000","28","False","False",""
"1","1","Pummeler for Hire","ecl","Near Mint","English","","","2026-02-06 02:01:14.130000","190","False","False",""
"1","1","Pumpkin Bombardment","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","139","False","False",""
"1","1","PuPu UFO","fin","Near Mint","English","","","2025-08-17 01:49:37.700000","266","False","False",""
"1","1","Puresteel Paladin","pip","Near Mint","English","","","2025-12-26 23:10:07.800000","170","False","False",""
"1","1","Purestrain Genestealer","40k","Near Mint","English","","","2025-12-25 22:22:14.977000","97","False","False",""
"1","1","Purging Stormbrood // Absorb Essence","tdm","Near Mint","English","","","2025-04-12 21:46:46.227000","213","False","False",""
"1","1","Pursue the Past","sos","Near Mint","English","","","2026-05-08 12:03:04.813000","216","False","False",""
"1","1","Putrefy","dsc","Near Mint","English","","","2025-12-22 04:29:44.847000","90","False","False",""
"1","1","Putrefy","pip","Near Mint","English","","","2025-12-20 13:07:43.703000","219","False","False",""
"1","1","Pyretic Charge","otc","Near Mint","English","","","2025-12-25 22:37:19.180000","29","False","False",""
"1","1","Pyrogoyf","m3c","Near Mint","English","","","2025-12-26 23:10:07.800000","111","False","False",""
"1","1","Pyrrhic Strike","ecl","Near Mint","English","","","2026-02-06 02:00:52.383000","30","False","False",""
"1","1","Qiqirn Merchant","fin","Near Mint","English","","","2025-08-17 02:28:09.560000","65","False","False",""
"1","1","Quandrix Apprentice","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","324","False","False",""
"1","1","Quandrix Campus","m3c","Near Mint","English","","","2025-12-21 22:46:27.523000","366","False","False",""
"1","1","Quandrix Campus","soc","Near Mint","English","","","2026-05-08 11:05:49.123000","395","False","False",""
"1","1","Quandrix Campus","dsc","Near Mint","English","","","2025-12-22 04:39:48.597000","294","False","False",""
"1","1","Quandrix Charm","sos","Near Mint","English","","","2026-05-08 12:03:04.813000","217","False","False",""
"1","1","Quandrix Command","soc","Near Mint","English","","","2026-05-08 11:49:04.560000","325","False","False",""
"1","1","Quandrix, the Proof","sos","Near Mint","English","foil","","2026-05-08 11:29:57.987000","286","False","False",""
"1","1","Quantum Riddler","eoe","Near Mint","English","","","2025-11-25 01:46:54.547000","72","False","False",""
"1","1","Quasiduplicate","rvr","Near Mint","English","","","2025-08-17 02:28:09.560000","55","False","False",""
"1","1","Quench","rvr","Near Mint","English","","","2025-08-17 02:28:09.560000","56","False","False",""
"1","1","Quick Study","sos","Near Mint","English","foil","","2026-05-08 12:03:04.813000","65","False","False",""
"1","1","Quick-Draw Katana","fdn","Near Mint","English","","","2025-07-07 03:02:22.337000","130","False","False",""
"1","1","Quick-Draw Katana","fdn","Near Mint","English","","","2025-02-11 08:26:40.233000","130","False","False",""
"1","1","Quicken","rvr","Near Mint","English","","","2025-08-30 16:37:31.430000","57","False","False",""
"1","1","Quicksand Whirlpool","lci","Near Mint","English","","","2025-08-17 02:31:15.967000","31","False","False",""
"2","2","Quicksilver Fisher","one","Near Mint","English","","","2024-11-28 06:26:39.083000","66","False","False",""
"1","1","Quicksilver Fisher","one","Near Mint","English","","","2025-02-11 08:26:40.233000","287","False","False",""
"1","1","Quill-Blade Laureate // Twofold Intent","sos","Near Mint","English","","","2026-05-08 12:03:04.813000","27","False","False",""
"1","1","Qutrub Forayer","fin","Near Mint","English","","","2025-08-17 02:18:04.837000","112","False","False",""
"1","1","Rabbit","tfdn","Near Mint","English","","","2026-02-16 05:47:52.607000","5","False","False",""
"1","1","Raccoon","tfdn","Near Mint","English","","","2026-02-17 11:47:24.653000","20","False","False",""
"1","1","Radagast, Wizard of Wilds","ltc","Near Mint","English","","","2025-12-26 11:25:55.923000","66","False","False",""
"1","1","Radiant Grove","dmu","Near Mint","English","","","2025-08-17 01:26:28.890000","253","False","False","0.19"
"1","1","Radiant Strike","eoe","Near Mint","English","","","2025-08-17 03:03:31.613000","29","False","False",""
"1","1","Radiant Strike","eoe","Near Mint","English","","","2025-08-17 02:58:55.893000","29","False","False",""
"1","1","Radiant Strike","eoe","Near Mint","English","","","2025-08-15 22:57:31.090000","29","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-17 11:47:05.150000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-25 01:38:55.900000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-25 01:38:55.900000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-24 17:04:28.490000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-14 12:16:29.313000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-14 12:16:29.313000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-25 01:38:37.413000","22","False","False",""
"1","1","Radiation","tpip","Near Mint","English","","","2026-02-17 11:44:59.337000","22","False","False",""
"1","1","Radical Idea","otc","Near Mint","English","","","2025-12-25 22:44:07.370000","110","False","False",""
"1","1","Radioactive Spider","spm","Near Mint","English","foil","","2026-02-06 01:41:37.653000","285","False","False",""
"1","1","Radstorm","pip","Near Mint","English","","","2025-11-20 18:30:41.420000","37","False","False",""
"1","1","Ragged Playmate","dsk","Near Mint","English","","","2025-02-11 08:26:40.233000","150","False","False",""
"1","1","Raging Battle Mouse","woe","Near Mint","English","","","2025-08-17 02:16:21.597000","143","False","False",""
"1","1","Raging Goblinoids","spm","Near Mint","English","","","2026-02-06 01:41:37.653000","85","False","False",""
